x1,y1,x2,y2
90.622826,75.01719,108.126854,75.07641
235.62509,287.8143,248.12509,287.81818
259.15338,285.61514,274.3386,288.3288
275.63226,287.7985,293.141,287.66086
309.37576,287.80014,331.87564,287.85236
350.6248,287.82446,364.3748,287.8145
401.8724,287.9246,414.37033,287.76334
433.12512,287.80737,446.87512,287.81223
459.2664,285.6278,489.36526,288.2372
644.4692,286.86447,661.872,288.16492
693.12476,287.81964,705.62476,287.8088
715.55865,286.31693,736.8526,288.3587
738.1592,288.4779,764.525,285.92288
774.38086,288.20053,805.733,285.7651
808.1249,287.76764,828.1253,287.76022
840.64453,288.40927,876.9806,285.91
896.816,285.88876,959.36707,288.32812
971.8759,287.79623,984.3758,287.83038
990.64667,287.13602,1025.6299,287.90283
1038.1241,288.07233,1059.3687,287.72888
1088.1248,287.81165,1101.8748,287.80328
1121.8531,287.67264,1133.1289,287.9815
1170.6251,287.81546,1183.1251,287.8214
1203.1282,288.1939,1234.484,286.7633
1166.0068,78.125046,1166.0078,70.62489
551.0208,86.87586,551.03986,78.1259
919.37506,88.088806,908.1251,88.06877
1138.0826,287.44168,1168.1993,285.5723
1026.0892,40.288788,1032.7719,46.03564
396.87546,289.8214,350.62424,289.86847
503.12503,289.84406,401.87497,289.83932
1218.1233,167.89944,1179.3662,168.18393
304.11038,73.12294,303.984,89.371956
1204.3597,67.3703,1211.8911,67.60166
953.56116,236.22617,967.3761,254.92819
618.88495,129.37637,618.9188,110.624176
920.8407,128.12566,920.8328,115.62487
920.8016,110.626015,920.9739,80.61983
920.7676,163.129,920.8538,133.12207
165.62387,162.31317,146.8739,162.33943
108.128685,77.61111,95.61649,77.67369
568.08307,253.99075,578.235,252.88353
1111.7623,286.57864,1119.4945,286.01498
153.20726,155.53796,140.60117,154.76236
766.6391,287.28827,772.2503,285.7063
620.9674,109.38602,621.21014,129.38307
331.88818,17.481998,320.64294,17.251192
635.63544,152.00754,627.986,152.60994
334.36563,286.00803,344.37247,286.06546
366.78854,285.59747,384.46533,286.84756
415.61404,286.04245,431.86334,286.14926
668.1106,286.25555,681.8887,286.14926
1188.0789,285.83167,1201.8151,286.2665
218.12982,289.735,201.86601,289.9525
615.62726,144.8997,591.8736,144.82661
591.8739,142.77983,615.62756,142.70586
1065.603,286.54858,1076.9032,286.3908
605.6141,135.39534,618.12604,135.52954
146.87758,159.96594,165.62723,159.88405
320.6325,14.902992,331.88022,14.743133
511.8726,254.78664,530.6293,254.8968
