0,1,2,3
50.3,11.1,50.3,7.9
50.3,7.9,51.0,7.9
51.0,7.9,51.1,7.8
51.1,7.8,51.0,7.7
51.0,7.7,50.4,7.7
50.4,7.7,50.3,7.6
50.3,7.6,50.3,7.4
50.3,7.4,50.4,7.3
50.4,7.3,50.4,7.1
50.4,7.1,50.3,7.0
50.3,7.0,50.1,7.0
50.1,7.0,50.0,7.1
50.0,7.1,50.0,7.2
50.0,7.2,50.1,7.3
50.1,7.3,50.1,7.6
50.1,7.6,50.0,7.7
50.0,7.7,50.0,7.8
50.0,7.8,49.9,7.9
49.9,7.9,49.9,10.6
49.9,10.6,50.0,10.7
50.0,10.7,50.0,11.4
50.0,11.4,49.9,11.5
49.9,11.5,49.9,13.8
49.9,13.8,50.0,13.9
50.0,13.9,50.0,14.3
50.0,14.3,46.0,14.3
46.0,14.3,45.9,14.4
44.6,14.6,44.7,14.7
44.7,14.7,45.1,14.7
45.1,14.7,45.2,14.6
45.2,14.6,45.2,14.4
45.2,14.4,45.1,14.3
45.1,14.3,45.0,14.3
45.0,14.3,44.9,14.4
44.9,14.4,44.8,14.3
44.8,14.3,44.8,14.1
44.8,14.1,44.7,14.0
44.7,14.0,44.6,14.1
36.1,14.7,36.3,14.7
36.3,14.7,36.4,14.6
36.4,14.6,43.4,14.6
43.4,14.6,43.5,14.7
43.5,14.7,43.8,14.7
43.8,14.7,43.9,14.6
43.9,14.6,43.9,14.2
43.9,14.2,43.8,14.1
43.8,14.1,43.7,14.2
43.7,14.2,43.7,14.3
43.7,14.3,40.2,14.3
40.2,14.3,40.2,8.6
40.2,8.6,40.1,8.5
40.1,8.5,40.1,8.2
40.1,8.2,40.2,8.1
40.2,8.1,40.2,8.0
40.2,8.0,40.1,7.9
40.1,7.9,40.1,7.8
40.1,7.8,40.2,7.7
40.2,7.7,40.2,5.7
40.2,5.7,40.3,5.7
40.3,5.7,40.4,5.6
40.4,5.6,40.4,5.4
40.4,5.4,40.3,5.3
40.3,5.3,40.1,5.3
40.1,5.3,40.0,5.2
40.0,5.2,39.9,5.2
39.9,5.2,39.8,5.3
39.8,5.3,39.6,5.3
39.6,5.3,39.5,5.4
39.5,5.4,39.5,5.5
39.5,5.5,39.7,5.7
39.7,5.7,39.7,12.0
39.7,12.0,39.8,12.1
39.8,12.1,39.7,12.2
39.7,12.2,39.7,14.3
39.7,14.3,36.2,14.3
36.2,14.3,36.1,14.2
36.1,14.2,36.1,14.1
36.1,14.1,36.0,14.0
36.0,14.0,35.9,14.1
35.9,14.1,35.9,14.5
34.7,14.6,34.8,14.7
34.8,14.7,34.9,14.6
34.9,14.6,35.0,14.6
35.0,14.6,35.1,14.7
35.1,14.7,35.3,14.5
35.3,14.5,35.2,14.4
35.2,14.4,35.2,13.5
35.2,13.5,35.1,13.4
35.1,13.4,35.1,12.6
35.1,12.6,35.2,12.5
35.2,12.5,35.2,10.9
35.2,10.9,35.1,10.8
35.1,10.8,35.1,9.1
35.1,9.1,35.2,9.0
35.2,9.0,35.2,7.9
35.2,7.9,35.1,7.8
35.1,7.8,35.1,5.6
35.1,5.6,35.2,5.5
35.2,5.5,35.2,4.8
35.2,4.8,35.0,4.6
35.0,4.6,34.9,4.6
34.9,4.6,34.8,4.7
34.8,4.7,34.8,10.3
34.8,10.3,34.7,10.4
34.7,10.4,34.8,10.5
34.8,10.5,34.8,13.4
34.8,13.4,34.6,13.4
34.6,13.4,34.5,13.5
34.5,13.5,34.5,13.6
34.5,13.6,34.6,13.7
34.6,13.7,34.7,13.7
24.9,14.6,25.0,14.7
25.0,14.7,25.2,14.7
25.2,14.7,25.4,14.5
25.4,14.5,25.4,13.5
25.4,13.5,25.3,13.4
25.3,13.4,25.3,9.2
25.3,9.2,25.4,9.1
25.4,9.1,25.3,9.0
25.3,9.0,25.3,5.3
25.3,5.3,25.2,5.2
25.2,5.2,25.0,5.2
25.0,5.2,24.9,5.3
24.9,5.3,24.9,8.3
24.9,8.3,24.8,8.4
24.8,8.4,24.9,8.5
24.9,8.5,24.9,13.3
24.9,13.3,24.7,13.5
24.7,13.5,24.7,13.6
24.7,13.6,24.8,13.7
24.8,13.7,24.8,14.2
24.8,14.2,24.7,14.3
24.7,14.3,24.7,14.5
24.7,14.5,24.8,14.6
16.1,14.6,16.2,14.7
16.2,14.7,17.1,14.7
17.1,14.7,17.2,14.6
17.2,14.6,18.1,14.6
18.1,14.6,18.2,14.7
18.2,14.7,18.3,14.6
18.3,14.6,18.4,14.7
18.4,14.7,20.1,14.7
20.1,14.7,20.2,14.6
20.2,14.6,22.4,14.6
22.4,14.6,22.5,14.7
22.5,14.7,24.0,14.7
24.0,14.7,24.1,14.6
24.1,14.6,24.1,14.3
24.1,14.3,24.0,14.2
24.0,14.2,23.9,14.2
23.9,14.2,23.8,14.3
23.8,14.3,23.6,14.3
23.6,14.3,23.5,14.4
23.5,14.4,23.1,14.4
23.1,14.4,23.0,14.3
23.0,14.3,22.9,14.4
22.9,14.4,22.8,14.4
22.8,14.4,22.7,14.3
22.7,14.3,20.4,14.3
20.4,14.3,20.3,14.2
20.3,14.2,20.3,5.7
20.3,5.7,20.4,5.7
20.4,5.7,20.5,5.6
20.5,5.6,20.4,5.5
20.4,5.5,20.2,5.5
20.2,5.5,20.1,5.4
20.1,5.4,20.0,5.5
20.0,5.5,19.8,5.5
19.8,5.5,19.7,5.6
19.7,5.6,19.8,5.7
19.8,5.7,19.9,5.7
19.9,5.7,19.9,14.3
19.9,14.3,16.2,14.3
16.2,14.3,16.1,14.4
14.8,14.6,14.9,14.7
14.9,14.7,15.4,14.7
15.4,14.7,15.5,14.6
15.5,14.6,15.5,14.4
15.5,14.4,15.3,14.2
15.3,14.2,15.2,14.3
15.2,14.3,15.2,14.4
15.2,14.4,15.1,14.4
15.1,14.4,15.0,14.3
15.0,14.3,15.0,14.2
15.0,14.2,14.9,14.1
14.9,14.1,14.8,14.2
91.4,14.7,91.5,14.8
91.5,14.8,91.7,14.6
91.7,14.6,92.0,14.6
92.0,14.6,92.1,14.7
92.1,14.7,93.4,14.7
93.4,14.7,93.5,14.6
93.5,14.6,97.2,14.6
97.2,14.6,97.3,14.7
97.3,14.7,97.7,14.7
97.7,14.7,97.8,14.6
97.8,14.6,97.8,14.5
97.8,14.5,97.6,14.3
97.6,14.3,94.0,14.3
94.0,14.3,94.0,11.5
94.0,11.5,94.1,11.4
94.1,11.4,94.1,11.3
94.1,11.3,93.9,11.1
93.9,11.1,93.9,11.0
93.9,11.0,94.0,10.9
94.0,10.9,94.0,9.7
94.0,9.7,93.9,9.6
93.9,9.6,93.9,9.4
93.9,9.4,94.0,9.3
94.0,9.3,94.0,8.9
94.0,8.9,93.9,8.8
93.9,8.8,93.9,8.2
93.9,8.2,94.0,8.1
94.0,8.1,94.0,8.0
94.0,8.0,93.9,7.9
93.9,7.9,94.0,7.8
94.0,7.8,94.0,5.7
94.0,5.7,94.2,5.7
94.2,5.7,94.3,5.6
94.3,5.6,94.3,4.9
94.3,4.9,94.1,4.7
94.1,4.7,94.0,4.8
94.0,4.8,93.9,4.8
93.9,4.8,93.8,4.7
93.8,4.7,93.7,4.7
93.7,4.7,93.6,4.8
93.6,4.8,93.5,4.7
93.5,4.7,93.4,4.8
93.4,4.8,93.4,5.4
93.4,5.4,93.5,5.5
93.5,5.5,93.6,5.5
93.6,5.5,93.7,5.4
93.7,5.4,94.0,5.4
94.0,5.4,93.7,5.4
93.7,5.4,93.6,5.5
93.6,5.5,93.5,5.5
93.5,5.5,93.4,5.6
93.4,5.6,93.5,5.7
93.5,5.7,93.6,5.7
93.6,5.7,93.6,14.4
93.6,14.4,91.9,14.4
91.9,14.4,91.9,14.2
91.9,14.2,91.8,14.1
91.8,14.1,91.5,14.4
91.5,14.4,90.7,14.4
90.7,14.4,90.6,14.5
90.6,14.5,90.5,14.4
90.5,14.4,90.1,14.4
90.1,14.4,90.0,14.3
90.0,14.3,90.0,14.2
90.0,14.2,89.9,14.1
89.9,14.1,89.8,14.2
89.8,14.2,89.8,14.6
89.8,14.6,89.9,14.7
93.7,5.2,93.8,5.2
93.8,5.2,93.9,5.1
93.9,5.1,93.8,5.0
93.8,5.0,93.7,5.0
93.7,5.0,93.9,5.0
93.9,5.0,93.9,5.1
93.9,5.1,94.0,5.2
94.0,5.2,94.1,5.2
54.8,14.8,54.9,14.9
54.9,14.9,55.0,14.8
55.0,14.8,55.0,14.6
55.0,14.6,55.1,14.5
55.1,14.5,55.1,14.4
55.1,14.4,55.2,14.3
55.2,14.3,55.2,13.9
55.2,13.9,55.3,13.8
55.3,13.8,55.3,13.6
55.3,13.6,55.4,13.5
55.4,13.5,55.4,13.3
55.4,13.3,55.5,13.2
55.5,13.2,55.5,12.9
55.5,12.9,55.6,12.8
55.6,12.8,55.6,12.5
55.6,12.5,55.7,12.4
55.7,12.4,55.7,12.2
55.7,12.2,55.8,12.1
55.8,12.1,55.8,11.7
55.8,11.7,56.0,11.5
56.0,11.5,56.0,11.3
56.0,11.3,56.1,11.2
56.1,11.2,56.1,10.8
56.1,10.8,56.3,10.6
56.3,10.6,56.3,10.0
56.3,10.0,56.2,9.9
56.2,9.9,56.1,10.0
56.1,10.0,56.1,10.1
56.1,10.1,56.0,10.2
56.0,10.2,56.0,10.6
56.0,10.6,55.9,10.7
55.9,10.7,55.9,10.8
55.9,10.8,55.8,10.9
55.8,10.9,55.8,11.1
55.8,11.1,55.7,11.2
55.7,11.2,55.7,11.5
55.7,11.5,55.6,11.6
55.6,11.6,55.6,11.9
55.6,11.9,55.5,12.0
55.5,12.0,55.5,12.3
55.5,12.3,55.4,12.4
55.4,12.4,55.4,12.7
55.4,12.7,55.3,12.8
55.3,12.8,55.3,13.0
55.3,13.0,55.2,13.1
55.2,13.1,55.2,13.2
55.2,13.2,55.1,13.3
55.1,13.3,55.1,13.7
55.1,13.7,55.0,13.8
55.0,13.8,55.0,14.0
55.0,14.0,54.9,14.1
54.9,14.1,54.9,14.2
54.9,14.2,54.8,14.3
29.0,15.1,29.1,15.1
29.1,15.1,29.2,15.0
29.2,15.0,29.1,14.9
29.1,14.9,29.1,14.8
29.1,14.8,29.0,14.7
29.0,14.7,29.0,14.6
29.0,14.6,30.6,14.6
30.6,14.6,30.7,14.7
30.7,14.7,30.9,14.7
30.9,14.7,31.0,14.6
31.0,14.6,33.6,14.6
33.6,14.6,33.7,14.7
33.7,14.7,33.8,14.7
33.8,14.7,34.1,14.4
34.1,14.4,34.0,14.3
34.0,14.3,34.0,14.1
34.0,14.1,33.9,14.0
33.9,14.0,33.8,14.1
33.8,14.1,33.8,14.3
33.8,14.3,30.2,14.3
30.2,14.3,30.2,5.7
30.2,5.7,30.4,5.7
30.4,5.7,30.5,5.6
30.5,5.6,30.4,5.5
30.4,5.5,30.1,5.5
30.1,5.5,30.0,5.4
30.0,5.4,29.9,5.5
29.9,5.5,29.8,5.5
29.8,5.5,29.7,5.6
29.7,5.6,29.8,5.7
29.8,5.7,29.8,14.3
29.8,14.3,28.8,14.3
28.8,14.3,28.5,14.0
28.5,14.0,28.5,13.9
28.5,13.9,28.4,13.8
28.4,13.8,28.4,13.7
28.4,13.7,28.1,13.4
28.1,13.4,28.1,13.3
28.1,13.3,28.0,13.2
28.0,13.2,28.0,13.1
28.0,13.1,27.7,12.8
27.7,12.8,27.7,12.7
27.7,12.7,27.6,12.6
27.6,12.6,27.6,12.5
27.6,12.5,27.5,12.4
27.5,12.4,27.5,12.3
27.5,12.3,27.4,12.2
27.4,12.2,27.3,12.2
27.3,12.2,27.2,12.3
27.2,12.3,27.2,12.4
27.2,12.4,27.4,12.6
27.4,12.6,27.4,12.7
27.4,12.7,27.5,12.8
27.5,12.8,27.5,12.9
27.5,12.9,27.8,13.2
27.8,13.2,27.8,13.3
27.8,13.3,27.9,13.4
27.9,13.4,27.9,13.5
27.9,13.5,28.1,13.7
28.1,13.7,28.1,13.8
28.1,13.8,28.3,14.0
28.3,14.0,28.3,14.1
28.3,14.1,28.4,14.2
28.4,14.2,28.4,14.3
28.4,14.3,26.2,14.3
26.2,14.3,26.2,14.0
26.2,14.0,25.9,13.7
25.9,13.7,25.8,13.7
25.8,13.7,25.7,13.8
25.7,13.8,25.9,14.0
25.9,14.0,25.9,14.3
25.9,14.3,26.0,14.4
26.0,14.4,26.0,14.6
26.0,14.6,26.1,14.7
26.1,14.7,26.2,14.6
26.2,14.6,26.3,14.6
26.3,14.6,26.4,14.7
26.4,14.7,26.5,14.6
26.5,14.6,28.6,14.6
28.6,14.6,28.8,14.8
28.8,14.8,28.8,14.9
54.6,15.1,54.7,15.2
54.7,15.2,54.8,15.2
54.8,15.2,54.9,15.1
54.9,15.1,54.9,14.9
54.9,14.9,54.8,14.8
54.8,14.8,54.7,14.8
54.7,14.8,54.6,14.9
91.0,15.2,91.1,15.3
91.1,15.3,91.2,15.2
91.2,15.2,91.2,15.1
91.2,15.1,91.1,15.0
91.1,15.0,91.0,15.1
56.7,15.2,56.8,15.3
56.8,15.3,56.9,15.2
56.9,15.2,56.9,15.0
56.9,15.0,56.8,14.9
56.8,14.9,56.7,15.0
90.9,15.3,91.0,15.4
91.0,15.4,91.1,15.3
91.1,15.3,91.0,15.2
29.1,15.3,29.2,15.4
29.2,15.4,29.3,15.3
29.3,15.3,29.2,15.2
90.7,15.6,90.8,15.7
90.8,15.7,90.9,15.6
90.9,15.6,90.8,15.5
56.5,15.6,56.6,15.7
56.6,15.7,56.7,15.7
56.7,15.7,56.9,15.5
56.9,15.5,56.8,15.4
56.8,15.4,56.7,15.4
54.5,15.8,54.6,15.9
54.6,15.9,54.7,15.8
54.7,15.8,54.7,15.6
54.7,15.6,54.8,15.5
54.8,15.5,54.8,15.4
54.8,15.4,54.7,15.3
54.7,15.3,54.5,15.5
46.4,15.8,46.5,15.9
46.5,15.9,46.7,15.9
46.7,15.9,46.8,15.8
46.8,15.8,46.6,15.6
38.4,15.8,38.5,15.9
38.5,15.9,38.6,15.8
38.6,15.8,38.6,15.6
38.6,15.6,38.5,15.5
38.5,15.5,37.9,15.5
37.9,15.5,37.8,15.6
37.8,15.6,37.8,15.7
37.8,15.7,37.9,15.8
37.9,15.8,38.0,15.8
38.0,15.8,38.1,15.7
38.1,15.7,38.2,15.8
91.4,15.9,91.5,16.0
91.5,16.0,91.6,16.0
91.6,16.0,91.7,15.9
91.7,15.9,92.1,15.9
92.1,15.9,92.2,15.8
92.2,15.8,92.1,15.7
92.1,15.7,91.5,15.7
91.5,15.7,91.4,15.8
46.1,15.9,46.2,16.0
46.2,16.0,46.3,15.9
46.3,15.9,46.2,15.8
92.4,16.0,92.5,16.1
92.5,16.1,92.6,16.0
92.6,16.0,92.5,15.9
90.4,16.0,90.5,16.1
90.5,16.1,90.6,16.0
90.6,16.0,90.5,15.9
29.7,16.1,29.8,16.2
29.8,16.2,29.9,16.1
29.9,16.1,29.9,16.0
29.9,16.0,29.8,15.9
29.8,15.9,29.8,15.8
29.8,15.8,29.4,15.4
29.4,15.4,29.3,15.5
29.3,15.5,29.3,15.7
29.3,15.7,29.1,15.7
29.1,15.7,29.0,15.8
29.0,15.8,29.0,15.9
29.0,15.9,29.1,16.0
29.1,16.0,29.2,16.0
29.2,16.0,29.3,15.9
29.3,15.9,29.5,15.9
29.5,15.9,29.5,16.0
29.5,16.0,29.6,16.1
91.1,16.2,91.2,16.3
91.2,16.3,91.3,16.2
91.3,16.2,91.2,16.1
81.7,16.2,81.8,16.3
81.8,16.3,81.9,16.2
81.9,16.2,82.1,16.2
82.1,16.2,82.2,16.1
82.2,16.1,82.0,15.9
82.0,15.9,81.9,15.9
81.9,15.9,81.8,16.0
81.8,16.0,81.6,16.0
81.6,16.0,81.5,16.1
81.5,16.1,81.6,16.2
47.4,16.3,47.5,16.2
47.5,16.2,47.5,16.1
47.5,16.1,47.3,15.9
47.3,15.9,47.2,15.9
47.2,15.9,47.1,16.0
38.4,16.3,38.8,16.3
38.8,16.3,38.9,16.2
38.9,16.2,38.9,16.0
38.9,16.0,38.7,15.8
38.7,15.8,38.6,15.8
38.6,15.8,38.4,16.0
38.4,16.0,38.3,16.0
38.3,16.0,38.2,16.1
28.7,16.2,28.8,16.3
28.8,16.3,28.9,16.2
28.9,16.2,28.8,16.1
91.0,16.3,91.1,16.4
91.1,16.4,91.2,16.3
91.2,16.3,91.1,16.2
93.5,16.6,93.6,16.7
93.6,16.7,93.7,16.6
93.7,16.6,93.6,16.5
122.7,16.7,122.8,16.8
122.8,16.8,122.9,16.7
122.9,16.7,122.8,16.6
122.1,16.7,122.2,16.8
122.2,16.8,122.6,16.8
122.6,16.8,122.7,16.7
122.7,16.7,122.6,16.6
122.6,16.6,122.2,16.6
121.7,16.7,121.8,16.8
121.8,16.8,121.9,16.8
121.9,16.8,122.0,16.7
122.0,16.7,121.9,16.6
121.9,16.6,121.8,16.6
117.8,16.7,117.9,16.8
117.9,16.8,121.6,16.8
121.6,16.8,121.7,16.7
121.7,16.7,121.6,16.6
121.6,16.6,117.9,16.6
113.5,16.7,113.6,16.8
113.6,16.8,113.8,16.8
113.8,16.8,113.9,16.7
113.9,16.7,113.9,16.6
113.9,16.6,113.8,16.5
113.8,16.5,113.6,16.5
113.6,16.5,113.5,16.6
97.1,16.7,97.2,16.8
97.2,16.8,97.3,16.7
97.3,16.7,97.2,16.6
117.4,16.8,117.5,16.9
117.5,16.9,117.6,16.8
117.6,16.8,117.5,16.7
102.6,17.0,102.7,16.9
102.7,16.9,102.7,16.8
102.7,16.8,102.6,16.7
102.6,16.7,102.5,16.7
102.5,16.7,102.4,16.8
102.1,17.0,102.3,17.0
102.3,17.0,102.4,16.9
102.4,16.9,102.4,16.8
102.4,16.8,102.3,16.7
102.3,16.7,102.2,16.7
102.2,16.7,102.1,16.6
102.1,16.6,102.0,16.6
102.0,16.6,101.9,16.7
101.9,16.7,101.9,16.8
98.2,16.9,98.3,17.0
98.3,17.0,101.7,17.0
101.7,17.0,101.8,16.9
101.8,16.9,101.8,16.7
101.8,16.7,101.7,16.6
101.7,16.6,100.1,16.6
100.1,16.6,100.0,16.7
100.0,16.7,99.1,16.7
99.1,16.7,99.0,16.6
99.0,16.6,98.3,16.6
98.3,16.6,98.2,16.7
97.1,16.9,97.2,17.0
97.2,17.0,97.3,17.0
97.3,17.0,97.4,16.9
97.4,16.9,97.4,16.8
97.4,16.8,97.3,16.7
77.5,16.9,77.6,17.0
77.6,17.0,77.7,16.9
77.7,16.9,77.6,16.8
77.3,16.9,77.4,17.0
77.4,17.0,77.5,16.9
77.5,16.9,77.5,16.8
77.5,16.8,77.4,16.7
77.4,16.7,77.3,16.8
76.7,16.9,76.8,17.0
76.8,17.0,77.0,17.0
77.0,17.0,77.1,16.9
77.1,16.9,77.1,16.8
77.1,16.8,77.0,16.7
77.0,16.7,76.8,16.7
76.8,16.7,76.7,16.8
20.9,16.9,21.0,17.0
21.0,17.0,21.1,17.0
21.1,17.0,21.2,16.9
21.2,16.9,21.2,16.8
21.2,16.8,21.1,16.7
21.1,16.7,21.0,16.7
21.0,16.7,20.9,16.8
13.0,16.9,13.1,17.0
13.1,17.0,13.3,17.0
13.3,17.0,13.4,16.9
13.4,16.9,13.2,16.7
13.2,16.7,13.1,16.7
13.1,16.7,13.0,16.8
115.5,17.0,115.6,17.1
115.6,17.1,115.8,16.9
115.8,16.9,115.8,16.7
115.8,16.7,115.6,16.5
115.6,16.5,115.5,16.6
115.5,16.6,115.5,16.7
115.5,16.7,115.4,16.7
115.4,16.7,115.3,16.8
115.3,16.8,115.3,16.9
115.3,16.9,115.4,17.0
103.3,17.0,103.4,17.1
103.4,17.1,103.5,17.0
103.5,17.0,103.5,16.9
103.5,16.9,103.2,16.6
103.2,16.6,103.1,16.7
103.1,16.7,103.1,16.9
103.1,16.9,103.2,17.0
79.0,17.1,79.1,17.1
79.1,17.1,79.2,17.0
79.2,17.0,79.2,16.9
79.2,16.9,79.0,16.7
79.0,16.7,78.9,16.7
78.9,16.7,78.8,16.8
78.8,16.8,78.8,16.9
77.7,17.0,77.8,17.1
77.8,17.1,77.9,17.0
77.9,17.0,77.9,16.9
77.9,16.9,77.8,16.8
77.8,16.8,77.7,16.9
70.2,17.1,71.1,17.1
71.1,17.1,71.2,17.0
71.2,17.0,71.3,17.0
71.3,17.0,71.4,17.1
71.4,17.1,71.5,17.0
71.5,17.0,71.7,17.0
71.7,17.0,71.8,17.1
71.8,17.1,71.9,17.0
71.9,17.0,72.1,17.0
72.1,17.0,72.2,17.1
72.2,17.1,72.3,17.0
72.3,17.0,72.8,17.0
72.8,17.0,72.9,16.9
72.9,16.9,72.7,16.7
72.7,16.7,72.5,16.7
72.5,16.7,72.4,16.8
72.4,16.8,72.3,16.7
72.3,16.7,70.2,16.7
70.2,16.7,70.0,16.9
69.9,17.0,70.0,17.1
70.0,17.1,70.1,17.0
70.1,17.0,70.0,16.9
69.2,17.1,69.3,17.0
69.3,17.0,69.3,16.8
69.3,16.8,69.2,16.7
69.2,16.7,69.1,16.7
69.1,16.7,69.0,16.8
69.0,16.8,69.0,16.9
63.6,17.0,63.7,17.1
63.7,17.1,63.8,17.0
63.8,17.0,63.8,16.9
63.8,16.9,63.9,16.8
63.9,16.8,64.0,16.8
64.0,16.8,64.1,16.7
64.1,16.7,64.0,16.6
64.0,16.6,63.8,16.6
63.8,16.6,63.6,16.8
40.0,17.1,40.1,17.0
40.1,17.0,40.1,16.9
40.1,16.9,40.0,16.8
40.0,16.8,39.9,16.8
39.9,16.8,39.8,16.9
10.3,17.0,10.4,17.1
10.4,17.1,10.8,17.1
10.8,17.1,10.9,17.0
10.9,17.0,10.9,16.9
10.9,16.9,10.8,16.8
10.8,16.8,10.4,16.8
10.4,16.8,10.3,16.9
124.1,17.1,124.2,17.2
124.2,17.2,124.3,17.2
124.3,17.2,124.4,17.1
124.4,17.1,124.4,4.5
124.4,4.5,124.3,4.4
124.3,4.4,96.3,4.4
96.3,4.4,96.3,4.2
96.3,4.2,96.2,4.1
96.2,4.1,96.2,4.0
96.2,4.0,96.1,3.9
96.1,3.9,96.1,3.7
96.1,3.7,95.9,3.5
95.9,3.5,95.9,3.2
95.9,3.2,95.7,3.0
95.7,3.0,95.6,3.1
95.6,3.1,95.6,3.3
95.6,3.3,95.7,3.4
95.7,3.4,95.7,3.6
95.7,3.6,95.8,3.7
95.8,3.7,95.8,3.9
95.8,3.9,95.9,4.0
95.9,4.0,95.9,4.1
95.9,4.1,96.1,4.3
96.1,4.3,96.1,4.4
96.1,4.4,64.1,4.4
64.1,4.4,64.0,4.5
64.0,4.5,64.1,4.6
64.1,4.6,66.4,4.6
66.4,4.6,66.3,4.7
66.3,4.7,66.5,4.9
66.5,4.9,66.7,4.7
66.7,4.7,66.6,4.6
66.6,4.6,68.1,4.6
68.1,4.6,68.0,4.7
68.0,4.7,68.1,4.8
68.1,4.8,68.2,4.8
68.2,4.8,68.3,4.7
68.3,4.7,68.3,4.6
68.3,4.6,68.9,4.6
68.9,4.6,68.9,5.1
68.9,5.1,69.0,5.2
69.0,5.2,69.1,5.2
69.1,5.2,69.2,5.1
69.2,5.1,69.2,4.6
69.2,4.6,71.4,4.6
71.4,4.6,71.3,4.7
71.3,4.7,71.4,4.8
71.4,4.8,72.3,4.8
72.3,4.8,72.4,4.7
72.4,4.7,72.3,4.6
72.3,4.6,71.6,4.6
71.6,4.6,77.1,4.6
77.1,4.6,76.8,4.6
76.8,4.6,76.7,4.7
76.7,4.7,76.8,4.8
76.8,4.8,77.3,4.8
77.3,4.8,77.4,4.7
77.4,4.7,77.4,4.6
77.4,4.6,80.5,4.6
80.5,4.6,79.2,4.6
79.2,4.6,79.1,4.7
79.1,4.7,79.2,4.8
79.2,4.8,80.6,4.8
80.6,4.8,80.7,4.7
80.7,4.7,80.7,4.6
80.7,4.6,83.7,4.6
83.7,4.6,83.6,4.7
83.6,4.7,83.7,4.8
83.7,4.8,83.6,4.8
83.6,4.8,83.6,4.7
83.6,4.7,83.5,4.6
83.5,4.6,83.0,4.6
83.0,4.6,82.9,4.7
82.9,4.7,83.0,4.8
83.0,4.8,83.4,4.8
83.4,4.8,83.4,5.4
83.4,5.4,83.5,5.5
83.5,5.5,83.5,5.6
83.5,5.6,83.6,5.7
83.6,5.7,83.7,5.7
83.7,5.7,83.8,5.6
83.8,5.6,83.7,5.5
83.7,5.5,84.0,5.5
84.0,5.5,83.9,5.6
83.9,5.6,84.0,5.7
84.0,5.7,84.1,5.7
84.1,5.7,84.2,5.6
84.2,5.6,84.2,5.5
84.2,5.5,84.3,5.4
84.3,5.4,84.3,5.3
84.3,5.3,84.2,5.2
84.2,5.2,83.7,5.2
83.7,5.2,83.6,5.1
83.6,5.1,83.7,5.0
83.7,5.0,83.9,5.2
83.9,5.2,84.0,5.1
84.0,5.1,84.1,5.2
84.1,5.2,84.2,5.2
84.2,5.2,84.3,5.1
84.3,5.1,84.3,4.9
84.3,4.9,84.2,4.8
84.2,4.8,84.0,4.8
84.0,4.8,84.0,4.7
84.0,4.7,83.9,4.6
83.9,4.6,88.7,4.6
88.7,4.6,88.6,4.7
88.6,4.7,88.6,13.4
88.6,13.4,88.5,13.4
88.5,13.4,88.3,13.6
88.3,13.6,88.4,13.7
88.4,13.7,88.6,13.7
88.6,13.7,88.6,14.2
88.6,14.2,88.5,14.3
88.5,14.3,88.5,14.5
88.5,14.5,88.7,14.7
88.7,14.7,88.8,14.7
88.8,14.7,88.9,14.6
88.9,14.6,89.1,14.6
89.1,14.6,89.2,14.5
89.2,14.5,89.1,14.4
89.1,14.4,89.1,13.7
89.1,13.7,89.2,13.7
89.2,13.7,89.4,13.5
89.4,13.5,89.3,13.4
89.3,13.4,89.1,13.4
89.1,13.4,89.1,13.2
89.1,13.2,89.0,13.1
89.0,13.1,89.0,4.6
89.0,4.6,96.1,4.6
96.1,4.6,96.1,4.7
96.1,4.7,96.3,4.9
96.3,4.9,96.3,5.2
96.3,5.2,96.4,5.3
96.4,5.3,96.4,5.5
96.4,5.5,96.5,5.6
96.5,5.6,96.5,5.7
96.5,5.7,96.6,5.8
96.6,5.8,96.6,6.0
96.6,6.0,96.7,6.1
96.7,6.1,96.7,6.3
96.7,6.3,96.8,6.4
96.8,6.4,96.8,6.6
96.8,6.6,97.0,6.8
97.0,6.8,97.0,7.2
97.0,7.2,96.7,7.5
96.7,7.5,96.7,7.6
96.7,7.6,96.5,7.8
96.5,7.8,96.6,7.9
96.6,7.9,96.7,7.9
96.7,7.9,97.1,7.5
97.1,7.5,97.1,7.4
97.1,7.4,97.3,7.2
97.3,7.2,97.3,7.0
97.3,7.0,97.2,6.9
97.2,6.9,97.2,6.7
97.2,6.7,97.1,6.6
97.1,6.6,97.1,6.3
97.1,6.3,97.0,6.2
97.0,6.2,97.0,6.1
97.0,6.1,96.8,5.9
96.8,5.9,96.8,5.6
96.8,5.6,96.6,5.4
96.6,5.4,96.6,5.1
96.6,5.1,96.5,5.0
96.5,5.0,96.5,4.8
96.5,4.8,96.4,4.7
96.4,4.7,96.4,4.6
96.4,4.6,98.7,4.6
98.7,4.6,98.6,4.7
98.6,4.7,98.6,13.4
98.6,13.4,98.4,13.4
98.4,13.4,98.3,13.5
98.3,13.5,98.3,13.6
98.3,13.6,98.4,13.7
98.4,13.7,98.5,13.7
98.5,13.7,98.5,14.3
98.5,14.3,98.4,14.4
98.4,14.4,98.4,14.5
98.4,14.5,98.5,14.6
98.5,14.6,99.0,14.6
99.0,14.6,99.1,14.5
99.1,14.5,99.1,13.7
99.1,13.7,99.2,13.7
99.2,13.7,99.3,13.6
99.3,13.6,99.2,13.5
99.2,13.5,99.1,13.5
99.1,13.5,98.9,13.3
98.9,13.3,98.9,13.0
98.9,13.0,99.0,12.9
